,Date,Volatility,PeriodStart,PeriodEnd,DataPointsUsed,DatesUsed
5723,2012-09-13,0.007530604569395243,2012-09-13,2012-09-18,4,"2012-09-13,2012-09-14,2012-09-17,2012-09-18"
5724,2012-09-14,0.0025582932837434898,2012-09-14,2012-09-19,4,"2012-09-14,2012-09-17,2012-09-18,2012-09-19"
5725,2012-09-17,0.001420302495895388,2012-09-17,2012-09-20,4,"2012-09-17,2012-09-18,2012-09-19,2012-09-20"
5726,2012-09-18,0.0008481882508920422,2012-09-18,2012-09-21,4,"2012-09-18,2012-09-19,2012-09-20,2012-09-21"
5727,2012-09-19,0.0010819728355321652,2012-09-19,2012-09-24,4,"2012-09-19,2012-09-20,2012-09-21,2012-09-24"
5728,2012-09-20,0.004236669575844907,2012-09-20,2012-09-25,4,"2012-09-20,2012-09-21,2012-09-24,2012-09-25"
5729,2012-09-21,0.003983055479329919,2012-09-21,2012-09-26,4,"2012-09-21,2012-09-24,2012-09-25,2012-09-26"
5730,2012-09-24,0.007446814416404428,2012-09-24,2012-09-27,4,"2012-09-24,2012-09-25,2012-09-26,2012-09-27"
5731,2012-09-25,0.007509163190397292,2012-09-25,2012-09-28,4,"2012-09-25,2012-09-26,2012-09-27,2012-09-28"
5732,2012-09-26,0.006139552854283094,2012-09-26,2012-10-01,4,"2012-09-26,2012-09-27,2012-09-28,2012-10-01"
5733,2012-09-27,0.005056334224197138,2012-09-27,2012-10-02,4,"2012-09-27,2012-09-28,2012-10-01,2012-10-02"
5734,2012-09-28,0.003045961390752092,2012-09-28,2012-10-03,4,"2012-09-28,2012-10-01,2012-10-02,2012-10-03"
5735,2012-10-01,0.002390811174143561,2012-10-01,2012-10-04,4,"2012-10-01,2012-10-02,2012-10-03,2012-10-04"
5736,2012-10-02,0.0029083438920217996,2012-10-02,2012-10-05,4,"2012-10-02,2012-10-03,2012-10-04,2012-10-05"
5737,2012-10-03,0.003965885021447511,2012-10-03,2012-10-08,4,"2012-10-03,2012-10-04,2012-10-05,2012-10-08"
5738,2012-10-04,0.00612247808718613,2012-10-04,2012-10-09,4,"2012-10-04,2012-10-05,2012-10-08,2012-10-09"
5739,2012-10-05,0.0035260146862650123,2012-10-05,2012-10-10,4,"2012-10-05,2012-10-08,2012-10-09,2012-10-10"
5740,2012-10-08,0.0036377774239719682,2012-10-08,2012-10-11,4,"2012-10-08,2012-10-09,2012-10-10,2012-10-11"
5741,2012-10-09,0.003691696122925057,2012-10-09,2012-10-12,4,"2012-10-09,2012-10-10,2012-10-11,2012-10-12"
5742,2012-10-10,0.005248475066942362,2012-10-10,2012-10-15,4,"2012-10-10,2012-10-11,2012-10-12,2012-10-15"
5743,2012-10-11,0.005424555012331789,2012-10-11,2012-10-16,4,"2012-10-11,2012-10-12,2012-10-15,2012-10-16"
5744,2012-10-12,0.00497118594446248,2012-10-12,2012-10-17,4,"2012-10-12,2012-10-15,2012-10-16,2012-10-17"
5745,2012-10-15,0.004772485410701873,2012-10-15,2012-10-18,4,"2012-10-15,2012-10-16,2012-10-17,2012-10-18"
5746,2012-10-16,0.01000167173309039,2012-10-16,2012-10-19,4,"2012-10-16,2012-10-17,2012-10-18,2012-10-19"
5747,2012-10-17,0.00795235224878067,2012-10-17,2012-10-22,4,"2012-10-17,2012-10-18,2012-10-19,2012-10-22"
5748,2012-10-18,0.007342904435484305,2012-10-18,2012-10-23,4,"2012-10-18,2012-10-19,2012-10-22,2012-10-23"
5749,2012-10-19,0.007212868526462435,2012-10-19,2012-10-24,4,"2012-10-19,2012-10-22,2012-10-23,2012-10-24"
5750,2012-10-22,0.006470552079022974,2012-10-22,2012-10-25,4,"2012-10-22,2012-10-23,2012-10-24,2012-10-25"
5751,2012-10-23,0.006303433506923242,2012-10-23,2012-10-26,4,"2012-10-23,2012-10-24,2012-10-25,2012-10-26"
5752,2012-10-24,0.0020149702418167095,2012-10-24,2012-10-31,4,"2012-10-24,2012-10-25,2012-10-26,2012-10-31"
5753,2012-10-25,0.004502254213516055,2012-10-25,2012-11-01,4,"2012-10-25,2012-10-26,2012-10-31,2012-11-01"
5754,2012-10-26,0.00719900005679693,2012-10-26,2012-11-02,4,"2012-10-26,2012-10-31,2012-11-01,2012-11-02"
5755,2012-10-31,0.0071988910460533476,2012-10-31,2012-11-05,4,"2012-10-31,2012-11-01,2012-11-02,2012-11-05"
5756,2012-11-01,0.007740396378258455,2012-11-01,2012-11-06,4,"2012-11-01,2012-11-02,2012-11-05,2012-11-06"
5757,2012-11-02,0.01206566303125199,2012-11-02,2012-11-07,4,"2012-11-02,2012-11-05,2012-11-06,2012-11-07"
5758,2012-11-05,0.01233914467634353,2012-11-05,2012-11-08,4,"2012-11-05,2012-11-06,2012-11-07,2012-11-08"
5759,2012-11-06,0.012231866676630919,2012-11-06,2012-11-09,4,"2012-11-06,2012-11-07,2012-11-08,2012-11-09"
5760,2012-11-07,0.01024951784707767,2012-11-07,2012-11-12,4,"2012-11-07,2012-11-08,2012-11-09,2012-11-12"
5761,2012-11-08,0.005381049388119113,2012-11-08,2012-11-13,4,"2012-11-08,2012-11-09,2012-11-12,2012-11-13"
5762,2012-11-09,0.006077933241086777,2012-11-09,2012-11-14,4,"2012-11-09,2012-11-12,2012-11-13,2012-11-14"
5763,2012-11-12,0.005452848584020019,2012-11-12,2012-11-15,4,"2012-11-12,2012-11-13,2012-11-14,2012-11-15"
5764,2012-11-13,0.0067451054845236195,2012-11-13,2012-11-16,4,"2012-11-13,2012-11-14,2012-11-15,2012-11-16"
5765,2012-11-14,0.012174893751178069,2012-11-14,2012-11-19,4,"2012-11-14,2012-11-15,2012-11-16,2012-11-19"
5766,2012-11-15,0.00834060577221857,2012-11-15,2012-11-20,4,"2012-11-15,2012-11-16,2012-11-19,2012-11-20"
5767,2012-11-16,0.007606850259260201,2012-11-16,2012-11-21,4,"2012-11-16,2012-11-19,2012-11-20,2012-11-21"
5768,2012-11-19,0.007862572211893609,2012-11-19,2012-11-23,4,"2012-11-19,2012-11-20,2012-11-21,2012-11-23"
5769,2012-11-20,0.005710661077610803,2012-11-20,2012-11-26,4,"2012-11-20,2012-11-21,2012-11-23,2012-11-26"
5770,2012-11-21,0.006894743499473512,2012-11-21,2012-11-27,4,"2012-11-21,2012-11-23,2012-11-26,2012-11-27"
5771,2012-11-23,0.007374298305145264,2012-11-23,2012-11-28,4,"2012-11-23,2012-11-26,2012-11-27,2012-11-28"
5772,2012-11-26,0.005171167135181013,2012-11-26,2012-11-29,4,"2012-11-26,2012-11-27,2012-11-28,2012-11-29"
5773,2012-11-27,0.004904633888728659,2012-11-27,2012-11-30,4,"2012-11-27,2012-11-28,2012-11-29,2012-11-30"
5774,2012-11-28,0.004773499833621277,2012-11-28,2012-12-03,4,"2012-11-28,2012-11-29,2012-11-30,2012-12-03"
5775,2012-11-29,0.0032951403902404157,2012-11-29,2012-12-04,4,"2012-11-29,2012-11-30,2012-12-03,2012-12-04"
5776,2012-11-30,0.0024108965134247216,2012-11-30,2012-12-05,4,"2012-11-30,2012-12-03,2012-12-04,2012-12-05"
5777,2012-12-03,0.0031014353831576853,2012-12-03,2012-12-06,4,"2012-12-03,2012-12-04,2012-12-05,2012-12-06"
5778,2012-12-04,0.0019492468212650746,2012-12-04,2012-12-07,4,"2012-12-04,2012-12-05,2012-12-06,2012-12-07"
5779,2012-12-05,0.0011409371667913339,2012-12-05,2012-12-10,4,"2012-12-05,2012-12-06,2012-12-07,2012-12-10"
5780,2012-12-06,0.002206503929508999,2012-12-06,2012-12-11,4,"2012-12-06,2012-12-07,2012-12-10,2012-12-11"
5781,2012-12-07,0.00252144160046342,2012-12-07,2012-12-12,4,"2012-12-07,2012-12-10,2012-12-11,2012-12-12"
5782,2012-12-10,0.0045526539659083735,2012-12-10,2012-12-13,4,"2012-12-10,2012-12-11,2012-12-12,2012-12-13"
5783,2012-12-11,0.00492844656593486,2012-12-11,2012-12-14,4,"2012-12-11,2012-12-12,2012-12-13,2012-12-14"
5784,2012-12-12,0.007034902781670989,2012-12-12,2012-12-17,4,"2012-12-12,2012-12-13,2012-12-14,2012-12-17"
5785,2012-12-13,0.00847829961383901,2012-12-13,2012-12-18,4,"2012-12-13,2012-12-14,2012-12-17,2012-12-18"
5786,2012-12-14,0.008844577897460992,2012-12-14,2012-12-19,4,"2012-12-14,2012-12-17,2012-12-18,2012-12-19"
5787,2012-12-17,0.00785866283619922,2012-12-17,2012-12-20,4,"2012-12-17,2012-12-18,2012-12-19,2012-12-20"
5788,2012-12-18,0.008740438042970377,2012-12-18,2012-12-21,4,"2012-12-18,2012-12-19,2012-12-20,2012-12-21"
5789,2012-12-19,0.005766868270587983,2012-12-19,2012-12-24,4,"2012-12-19,2012-12-20,2012-12-21,2012-12-24"
5790,2012-12-20,0.00538213578933253,2012-12-20,2012-12-26,4,"2012-12-20,2012-12-21,2012-12-24,2012-12-26"
5791,2012-12-21,0.003112607069888573,2012-12-21,2012-12-27,4,"2012-12-21,2012-12-24,2012-12-26,2012-12-27"
5792,2012-12-24,0.0037893193381383734,2012-12-24,2012-12-28,4,"2012-12-24,2012-12-26,2012-12-27,2012-12-28"
5793,2012-12-26,0.010410712041734074,2012-12-26,2012-12-31,4,"2012-12-26,2012-12-27,2012-12-28,2012-12-31"
5794,2012-12-27,0.014403062150308987,2012-12-27,2013-01-02,4,"2012-12-27,2012-12-28,2012-12-31,2013-01-02"
5795,2012-12-28,0.014538836053275854,2012-12-28,2013-01-03,4,"2012-12-28,2012-12-31,2013-01-02,2013-01-03"
5796,2012-12-31,0.010622138424620006,2012-12-31,2013-01-04,4,"2012-12-31,2013-01-02,2013-01-03,2013-01-04"
5797,2013-01-02,0.011468526640966594,2013-01-02,2013-01-07,4,"2013-01-02,2013-01-03,2013-01-04,2013-01-07"
5798,2013-01-03,0.0033567443315795534,2013-01-03,2013-01-08,4,"2013-01-03,2013-01-04,2013-01-07,2013-01-08"
5799,2013-01-04,0.003558645832200757,2013-01-04,2013-01-09,4,"2013-01-04,2013-01-07,2013-01-08,2013-01-09"
5800,2013-01-07,0.004507283899244344,2013-01-07,2013-01-10,4,"2013-01-07,2013-01-08,2013-01-09,2013-01-10"
5801,2013-01-08,0.0039738945122480395,2013-01-08,2013-01-11,4,"2013-01-08,2013-01-09,2013-01-10,2013-01-11"
5802,2013-01-09,0.003321742503262997,2013-01-09,2013-01-14,4,"2013-01-09,2013-01-10,2013-01-11,2013-01-14"
5803,2013-01-10,0.003348303541554765,2013-01-10,2013-01-15,4,"2013-01-10,2013-01-11,2013-01-14,2013-01-15"
5804,2013-01-11,0.0007359797872593086,2013-01-11,2013-01-16,4,"2013-01-11,2013-01-14,2013-01-15,2013-01-16"
5805,2013-01-14,0.0024942097321564395,2013-01-14,2013-01-17,4,"2013-01-14,2013-01-15,2013-01-16,2013-01-17"
5806,2013-01-15,0.002108333098111147,2013-01-15,2013-01-18,4,"2013-01-15,2013-01-16,2013-01-17,2013-01-18"
5807,2013-01-16,0.0020187985394264484,2013-01-16,2013-01-22,4,"2013-01-16,2013-01-17,2013-01-18,2013-01-22"
5808,2013-01-17,0.0015163035908103098,2013-01-17,2013-01-23,4,"2013-01-17,2013-01-18,2013-01-22,2013-01-23"
5809,2013-01-18,0.0017039681687589184,2013-01-18,2013-01-24,4,"2013-01-18,2013-01-22,2013-01-23,2013-01-24"
5810,2013-01-22,0.0021859850302574646,2013-01-22,2013-01-25,4,"2013-01-22,2013-01-23,2013-01-24,2013-01-25"
5811,2013-01-23,0.002684166634282512,2013-01-23,2013-01-28,4,"2013-01-23,2013-01-24,2013-01-25,2013-01-28"
5812,2013-01-24,0.0031696309393318286,2013-01-24,2013-01-29,4,"2013-01-24,2013-01-25,2013-01-28,2013-01-29"
5813,2013-01-25,0.004140870763770488,2013-01-25,2013-01-30,4,"2013-01-25,2013-01-28,2013-01-29,2013-01-30"
5814,2013-01-28,0.0034892462316753236,2013-01-28,2013-01-31,4,"2013-01-28,2013-01-29,2013-01-30,2013-01-31"
5815,2013-01-29,0.005700910059461645,2013-01-29,2013-02-01,4,"2013-01-29,2013-01-30,2013-01-31,2013-02-01"
5816,2013-01-30,0.007748880394119059,2013-01-30,2013-02-04,4,"2013-01-30,2013-01-31,2013-02-01,2013-02-04"
5817,2013-01-31,0.009207856854830072,2013-01-31,2013-02-05,4,"2013-01-31,2013-02-01,2013-02-04,2013-02-05"
5818,2013-02-01,0.0089518000553336,2013-02-01,2013-02-06,4,"2013-02-01,2013-02-04,2013-02-05,2013-02-06"
5819,2013-02-04,0.007806937588654591,2013-02-04,2013-02-07,4,"2013-02-04,2013-02-05,2013-02-06,2013-02-07"
5820,2013-02-05,0.0047218137873820875,2013-02-05,2013-02-08,4,"2013-02-05,2013-02-06,2013-02-07,2013-02-08"
5821,2013-02-06,0.0028433734118925116,2013-02-06,2013-02-11,4,"2013-02-06,2013-02-07,2013-02-08,2013-02-11"
5822,2013-02-07,0.0028426890250595285,2013-02-07,2013-02-12,4,"2013-02-07,2013-02-08,2013-02-11,2013-02-12"
5823,2013-02-08,0.002354424670307328,2013-02-08,2013-02-13,4,"2013-02-08,2013-02-11,2013-02-12,2013-02-13"
5824,2013-02-11,0.0007825403049445057,2013-02-11,2013-02-14,4,"2013-02-11,2013-02-12,2013-02-13,2013-02-14"
5825,2013-02-12,0.0009519459509674765,2013-02-12,2013-02-15,4,"2013-02-12,2013-02-13,2013-02-14,2013-02-15"
5826,2013-02-13,0.0032171903173736204,2013-02-13,2013-02-19,4,"2013-02-13,2013-02-14,2013-02-15,2013-02-19"
5827,2013-02-14,0.0071046817253697546,2013-02-14,2013-02-20,4,"2013-02-14,2013-02-15,2013-02-19,2013-02-20"
5828,2013-02-15,0.007245156987042903,2013-02-15,2013-02-21,4,"2013-02-15,2013-02-19,2013-02-20,2013-02-21"
5829,2013-02-19,0.008981696713297422,2013-02-19,2013-02-22,4,"2013-02-19,2013-02-20,2013-02-21,2013-02-22"
5830,2013-02-20,0.010079098169306671,2013-02-20,2013-02-25,4,"2013-02-20,2013-02-21,2013-02-22,2013-02-25"
5831,2013-02-21,0.010788643953301959,2013-02-21,2013-02-26,4,"2013-02-21,2013-02-22,2013-02-25,2013-02-26"
5832,2013-02-22,0.012143502453849958,2013-02-22,2013-02-27,4,"2013-02-22,2013-02-25,2013-02-26,2013-02-27"
5833,2013-02-25,0.011567575950935102,2013-02-25,2013-02-28,4,"2013-02-25,2013-02-26,2013-02-27,2013-02-28"
5834,2013-02-26,0.005060861722871257,2013-02-26,2013-03-01,4,"2013-02-26,2013-02-27,2013-02-28,2013-03-01"
5835,2013-02-27,0.005025673988879477,2013-02-27,2013-03-04,4,"2013-02-27,2013-02-28,2013-03-01,2013-03-04"
5836,2013-02-28,0.0038009612295818633,2013-02-28,2013-03-05,4,"2013-02-28,2013-03-01,2013-03-04,2013-03-05"
5837,2013-03-01,0.0032417167146700384,2013-03-01,2013-03-06,4,"2013-03-01,2013-03-04,2013-03-05,2013-03-06"
5838,2013-03-04,0.003329073258869954,2013-03-04,2013-03-07,4,"2013-03-04,2013-03-05,2013-03-06,2013-03-07"
5839,2013-03-05,0.003326223767603214,2013-03-05,2013-03-08,4,"2013-03-05,2013-03-06,2013-03-07,2013-03-08"
5840,2013-03-06,0.0013115323536154449,2013-03-06,2013-03-11,4,"2013-03-06,2013-03-07,2013-03-08,2013-03-11"
5841,2013-03-07,0.002598667515081421,2013-03-07,2013-03-12,4,"2013-03-07,2013-03-08,2013-03-11,2013-03-12"
5842,2013-03-08,0.002606517285144124,2013-03-08,2013-03-13,4,"2013-03-08,2013-03-11,2013-03-12,2013-03-13"
5843,2013-03-11,0.002934193522211704,2013-03-11,2013-03-14,4,"2013-03-11,2013-03-12,2013-03-13,2013-03-14"
5844,2013-03-12,0.0031368684990505475,2013-03-12,2013-03-15,4,"2013-03-12,2013-03-13,2013-03-14,2013-03-15"
5845,2013-03-13,0.004063628008527808,2013-03-13,2013-03-18,4,"2013-03-13,2013-03-14,2013-03-15,2013-03-18"
5846,2013-03-14,0.00407222209392095,2013-03-14,2013-03-19,4,"2013-03-14,2013-03-15,2013-03-18,2013-03-19"
5847,2013-03-15,0.004517995369872489,2013-03-15,2013-03-20,4,"2013-03-15,2013-03-18,2013-03-19,2013-03-20"
5848,2013-03-18,0.005635609489883823,2013-03-18,2013-03-21,4,"2013-03-18,2013-03-19,2013-03-20,2013-03-21"
5849,2013-03-19,0.006470284349506144,2013-03-19,2013-03-22,4,"2013-03-19,2013-03-20,2013-03-21,2013-03-22"
5850,2013-03-20,0.006594656272096772,2013-03-20,2013-03-25,4,"2013-03-20,2013-03-21,2013-03-22,2013-03-25"
5851,2013-03-21,0.006859774705159899,2013-03-21,2013-03-26,4,"2013-03-21,2013-03-22,2013-03-25,2013-03-26"
5852,2013-03-22,0.004808899759185027,2013-03-22,2013-03-27,4,"2013-03-22,2013-03-25,2013-03-26,2013-03-27"
5853,2013-03-25,0.004266699148069916,2013-03-25,2013-03-28,4,"2013-03-25,2013-03-26,2013-03-27,2013-03-28"
5854,2013-03-26,0.004630497316188158,2013-03-26,2013-04-01,4,"2013-03-26,2013-03-27,2013-03-28,2013-04-01"
5855,2013-03-27,0.0038430945161028736,2013-03-27,2013-04-02,4,"2013-03-27,2013-03-28,2013-04-01,2013-04-02"
5856,2013-03-28,0.00644109257112856,2013-03-28,2013-04-03,4,"2013-03-28,2013-04-01,2013-04-02,2013-04-03"
5857,2013-04-01,0.006440711313255778,2013-04-01,2013-04-04,4,"2013-04-01,2013-04-02,2013-04-03,2013-04-04"
5858,2013-04-02,0.006420908718078569,2013-04-02,2013-04-05,4,"2013-04-02,2013-04-03,2013-04-04,2013-04-05"
5859,2013-04-03,0.006725594923333757,2013-04-03,2013-04-08,4,"2013-04-03,2013-04-04,2013-04-05,2013-04-08"
5860,2013-04-04,0.004003844199718477,2013-04-04,2013-04-09,4,"2013-04-04,2013-04-05,2013-04-08,2013-04-09"
5861,2013-04-05,0.005931155363200714,2013-04-05,2013-04-10,4,"2013-04-05,2013-04-08,2013-04-09,2013-04-10"
5862,2013-04-08,0.003533164416050246,2013-04-08,2013-04-11,4,"2013-04-08,2013-04-09,2013-04-10,2013-04-11"
5863,2013-04-09,0.0053287966365208345,2013-04-09,2013-04-12,4,"2013-04-09,2013-04-10,2013-04-11,2013-04-12"
5864,2013-04-10,0.012952830868707388,2013-04-10,2013-04-15,4,"2013-04-10,2013-04-11,2013-04-12,2013-04-15"
5865,2013-04-11,0.01357116715120006,2013-04-11,2013-04-16,4,"2013-04-11,2013-04-12,2013-04-15,2013-04-16"
5866,2013-04-12,0.013954195557567595,2013-04-12,2013-04-17,4,"2013-04-12,2013-04-15,2013-04-16,2013-04-17"
5867,2013-04-15,0.013800206054950435,2013-04-15,2013-04-18,4,"2013-04-15,2013-04-16,2013-04-17,2013-04-18"
5868,2013-04-16,0.011534978682666992,2013-04-16,2013-04-19,4,"2013-04-16,2013-04-17,2013-04-18,2013-04-19"
5869,2013-04-17,0.009167760383627448,2013-04-17,2013-04-22,4,"2013-04-17,2013-04-18,2013-04-19,2013-04-22"
5870,2013-04-18,0.006700058146009354,2013-04-18,2013-04-23,4,"2013-04-18,2013-04-19,2013-04-22,2013-04-23"
5871,2013-04-19,0.004042096582633487,2013-04-19,2013-04-24,4,"2013-04-19,2013-04-22,2013-04-23,2013-04-24"
5872,2013-04-22,0.0037180904991068377,2013-04-22,2013-04-25,4,"2013-04-22,2013-04-23,2013-04-24,2013-04-25"
5873,2013-04-23,0.004697797523981026,2013-04-23,2013-04-26,4,"2013-04-23,2013-04-24,2013-04-25,2013-04-26"
5874,2013-04-24,0.0034778347036218816,2013-04-24,2013-04-29,4,"2013-04-24,2013-04-25,2013-04-26,2013-04-29"
5875,2013-04-25,0.0032234432341231144,2013-04-25,2013-04-30,4,"2013-04-25,2013-04-26,2013-04-29,2013-04-30"
5876,2013-04-26,0.006046209053408757,2013-04-26,2013-05-01,4,"2013-04-26,2013-04-29,2013-04-30,2013-05-01"
5877,2013-04-29,0.00720386475595221,2013-04-29,2013-05-02,4,"2013-04-29,2013-04-30,2013-05-01,2013-05-02"
5878,2013-04-30,0.007878635560951903,2013-04-30,2013-05-03,4,"2013-04-30,2013-05-01,2013-05-02,2013-05-03"
5879,2013-05-01,0.007896947577329498,2013-05-01,2013-05-06,4,"2013-05-01,2013-05-02,2013-05-03,2013-05-06"
5880,2013-05-02,0.0034218829078261873,2013-05-02,2013-05-07,4,"2013-05-02,2013-05-03,2013-05-06,2013-05-07"
5881,2013-05-03,0.003162838830102741,2013-05-03,2013-05-08,4,"2013-05-03,2013-05-06,2013-05-07,2013-05-08"
5882,2013-05-06,0.0034329911810344524,2013-05-06,2013-05-09,4,"2013-05-06,2013-05-07,2013-05-08,2013-05-09"
5883,2013-05-07,0.003589783631351301,2013-05-07,2013-05-10,4,"2013-05-07,2013-05-08,2013-05-09,2013-05-10"
5884,2013-05-08,0.0032408475796209747,2013-05-08,2013-05-13,4,"2013-05-08,2013-05-09,2013-05-10,2013-05-13"
5885,2013-05-09,0.005037774306068112,2013-05-09,2013-05-14,4,"2013-05-09,2013-05-10,2013-05-13,2013-05-14"
5886,2013-05-10,0.003283970915161474,2013-05-10,2013-05-15,4,"2013-05-10,2013-05-13,2013-05-14,2013-05-15"
5887,2013-05-13,0.005492907694082803,2013-05-13,2013-05-16,4,"2013-05-13,2013-05-14,2013-05-15,2013-05-16"
5888,2013-05-14,0.005826644638332682,2013-05-14,2013-05-17,4,"2013-05-14,2013-05-15,2013-05-16,2013-05-17"
5889,2013-05-15,0.0052282534881866296,2013-05-15,2013-05-20,4,"2013-05-15,2013-05-16,2013-05-17,2013-05-20"
5890,2013-05-16,0.00489681779203066,2013-05-16,2013-05-21,4,"2013-05-16,2013-05-17,2013-05-20,2013-05-21"
5891,2013-05-17,0.006218206786249094,2013-05-17,2013-05-22,4,"2013-05-17,2013-05-20,2013-05-21,2013-05-22"
5892,2013-05-20,0.00394841818305259,2013-05-20,2013-05-23,4,"2013-05-20,2013-05-21,2013-05-22,2013-05-23"
5893,2013-05-21,0.004179444760637696,2013-05-21,2013-05-24,4,"2013-05-21,2013-05-22,2013-05-23,2013-05-24"
5894,2013-05-22,0.004811276036995311,2013-05-22,2013-05-28,4,"2013-05-22,2013-05-23,2013-05-24,2013-05-28"
5895,2013-05-23,0.0034744756389047185,2013-05-23,2013-05-29,4,"2013-05-23,2013-05-24,2013-05-28,2013-05-29"
5896,2013-05-24,0.0036420126537014407,2013-05-24,2013-05-30,4,"2013-05-24,2013-05-28,2013-05-29,2013-05-30"
5897,2013-05-28,0.007009667830319712,2013-05-28,2013-05-31,4,"2013-05-28,2013-05-29,2013-05-30,2013-05-31"
5898,2013-05-29,0.007227470531631235,2013-05-29,2013-06-03,4,"2013-05-29,2013-05-30,2013-05-31,2013-06-03"
5899,2013-05-30,0.007301389737916645,2013-05-30,2013-06-04,4,"2013-05-30,2013-05-31,2013-06-03,2013-06-04"
5900,2013-05-31,0.007361466769939593,2013-05-31,2013-06-05,4,"2013-05-31,2013-06-03,2013-06-04,2013-06-05"
5901,2013-06-03,0.008320668336197929,2013-06-03,2013-06-06,4,"2013-06-03,2013-06-04,2013-06-05,2013-06-06"
5902,2013-06-04,0.009710703907038811,2013-06-04,2013-06-07,4,"2013-06-04,2013-06-05,2013-06-06,2013-06-07"
5903,2013-06-05,0.00918916000438819,2013-06-05,2013-06-10,4,"2013-06-05,2013-06-06,2013-06-07,2013-06-10"
5904,2013-06-06,0.007475034981089874,2013-06-06,2013-06-11,4,"2013-06-06,2013-06-07,2013-06-10,2013-06-11"
5905,2013-06-07,0.008376777045159257,2013-06-07,2013-06-12,4,"2013-06-07,2013-06-10,2013-06-11,2013-06-12"
5906,2013-06-10,0.009929527069838474,2013-06-10,2013-06-13,4,"2013-06-10,2013-06-11,2013-06-12,2013-06-13"
5907,2013-06-11,0.010100429412985897,2013-06-11,2013-06-14,4,"2013-06-11,2013-06-12,2013-06-13,2013-06-14"
5908,2013-06-12,0.0098861406278587,2013-06-12,2013-06-17,4,"2013-06-12,2013-06-13,2013-06-14,2013-06-17"
5909,2013-06-13,0.007285989100607733,2013-06-13,2013-06-18,4,"2013-06-13,2013-06-14,2013-06-17,2013-06-18"
5910,2013-06-14,0.008516988532595204,2013-06-14,2013-06-19,4,"2013-06-14,2013-06-17,2013-06-18,2013-06-19"
5911,2013-06-17,0.012589048271506358,2013-06-17,2013-06-20,4,"2013-06-17,2013-06-18,2013-06-19,2013-06-20"
5912,2013-06-18,0.012026072148775541,2013-06-18,2013-06-21,4,"2013-06-18,2013-06-19,2013-06-20,2013-06-21"
5913,2013-06-19,0.008937002912207314,2013-06-19,2013-06-24,4,"2013-06-19,2013-06-20,2013-06-21,2013-06-24"
5914,2013-06-20,0.011351552509589883,2013-06-20,2013-06-25,4,"2013-06-20,2013-06-21,2013-06-24,2013-06-25"
5915,2013-06-21,0.006817229201843447,2013-06-21,2013-06-26,4,"2013-06-21,2013-06-24,2013-06-25,2013-06-26"
5916,2013-06-24,0.0069195682043809055,2013-06-24,2013-06-27,4,"2013-06-24,2013-06-25,2013-06-26,2013-06-27"
5917,2013-06-25,0.0040072374660945626,2013-06-25,2013-06-28,4,"2013-06-25,2013-06-26,2013-06-27,2013-06-28"
5918,2013-06-26,0.003628639144695091,2013-06-26,2013-07-01,4,"2013-06-26,2013-06-27,2013-06-28,2013-07-01"
5919,2013-06-27,0.002850397652375599,2013-06-27,2013-07-02,4,"2013-06-27,2013-06-28,2013-07-01,2013-07-02"
5920,2013-06-28,0.002436844828598435,2013-06-28,2013-07-03,4,"2013-06-28,2013-07-01,2013-07-02,2013-07-03"
5921,2013-07-01,0.003010866245510678,2013-07-01,2013-07-05,4,"2013-07-01,2013-07-02,2013-07-03,2013-07-05"
5922,2013-07-02,0.0030119388104401846,2013-07-02,2013-07-08,4,"2013-07-02,2013-07-03,2013-07-05,2013-07-08"
5923,2013-07-03,0.002154986983186469,2013-07-03,2013-07-09,4,"2013-07-03,2013-07-05,2013-07-08,2013-07-09"
5924,2013-07-05,0.0027555658681195317,2013-07-05,2013-07-10,4,"2013-07-05,2013-07-08,2013-07-09,2013-07-10"
5925,2013-07-08,0.003618504608781768,2013-07-08,2013-07-11,4,"2013-07-08,2013-07-09,2013-07-10,2013-07-11"
5926,2013-07-09,0.0037220158270809107,2013-07-09,2013-07-12,4,"2013-07-09,2013-07-10,2013-07-11,2013-07-12"
5927,2013-07-10,0.003918747976995245,2013-07-10,2013-07-15,4,"2013-07-10,2013-07-11,2013-07-12,2013-07-15"
5928,2013-07-11,0.005154872655509139,2013-07-11,2013-07-16,4,"2013-07-11,2013-07-12,2013-07-15,2013-07-16"
5929,2013-07-12,0.002634781084963898,2013-07-12,2013-07-17,4,"2013-07-12,2013-07-15,2013-07-16,2013-07-17"
5930,2013-07-15,0.0031603898812649603,2013-07-15,2013-07-18,4,"2013-07-15,2013-07-16,2013-07-17,2013-07-18"
5931,2013-07-16,0.0033318009833230066,2013-07-16,2013-07-19,4,"2013-07-16,2013-07-17,2013-07-18,2013-07-19"
5932,2013-07-17,0.0016372130042928254,2013-07-17,2013-07-22,4,"2013-07-17,2013-07-18,2013-07-19,2013-07-22"
5933,2013-07-18,0.0028541634688544803,2013-07-18,2013-07-23,4,"2013-07-18,2013-07-19,2013-07-22,2013-07-23"
5934,2013-07-19,0.0035394656265899057,2013-07-19,2013-07-24,4,"2013-07-19,2013-07-22,2013-07-23,2013-07-24"
5935,2013-07-22,0.0033703097360558826,2013-07-22,2013-07-25,4,"2013-07-22,2013-07-23,2013-07-24,2013-07-25"
